,feature,class
372,"[-4.0706509e+02  5.8170193e+01 -3.6544773e+01  2.3404789e+00
  2.2508305e+01 -8.3973214e-02 -1.9931831e+01 -2.9534724e+00
  7.9926586e+00  1.1760267e+01 -1.6098549e+01 -8.2253723e+00
  6.4424429e+00 -1.1843022e+00 -8.5954437e+00  4.1952077e-01
 -7.1822327e-01  7.9887873e-01 -4.7375274e+00 -9.7657770e-01
 -9.1906875e-01  2.9959621e+00 -6.2911224e-01  4.2066938e-01
 -1.8600272e+00  1.5450689e+00  1.0146471e+00 -5.7842213e-01
 -3.2110519e+00 -1.4657946e+00 -2.7514882e+00 -1.6959157e+00
 -2.6733611e+00 -4.1154945e-01 -8.1711203e-01  1.5913310e-02
 -2.8307452e+00 -3.8606337e-01 -1.0840870e-01 -9.1758370e-01]",beeBird
373,"[-4.31051422e+02  8.74020462e+01 -6.03901215e+01  1.66354961e+01
  1.61765881e+01  3.62906384e+00 -3.26408272e+01 -1.24822035e+01
 -5.63869333e+00 -8.26612949e+00 -6.38336277e+00 -4.29635048e+00
  1.38121021e+00  4.55952501e+00  4.11420059e+00 -8.75981271e-01
 -3.26489067e+00 -4.94516230e+00 -7.20603991e+00  1.57383013e+00
 -1.27436352e+00 -3.02618289e+00 -3.08712983e+00  1.80394375e+00
 -3.91212368e+00  1.78685510e+00 -2.59857917e+00 -3.74047101e-01
 -1.41436303e+00  1.25347924e+00 -3.14520860e+00  3.06777153e-02
 -6.64173067e-01 -1.05868912e+00 -1.16032529e+00 -1.66101861e+00
 -2.20343661e+00 -2.40596741e-01  3.64547014e-01 -2.10330772e+00]",beeBird
374,"[-4.1088092e+02  8.5134941e+01 -7.5820618e+01  1.5524953e+01
  1.7499220e+01  4.4955058e+00 -3.1211130e+01 -1.2509926e+01
 -1.9957144e+00 -8.2781439e+00 -9.6851463e+00 -2.3083012e+00
  3.7283587e+00  4.5591745e+00  3.3348689e+00  1.8534645e+00
  3.6758352e-02 -3.6802871e+00 -5.8165555e+00 -1.8986486e+00
 -2.8992355e+00 -1.2966638e+00 -6.8148036e+00 -5.3714865e-01
 -4.2042108e+00  3.0491278e+00 -1.9747963e+00  2.0184495e+00
 -3.2692475e+00  2.1075120e+00 -7.0672822e-01 -2.9618415e-01
 -2.8751676e+00 -9.7213024e-01 -1.5385878e-01 -1.9477944e+00
 -1.1142571e+00 -4.3150142e-01  6.5462226e-01 -1.4244573e+00]",beeBird
375,"[-4.0115356e+02  8.9247398e+01 -8.9844025e+01  1.5224779e+01
  3.1590578e+01  7.6241217e+00 -4.6866112e+01 -1.7753859e+01
  5.2295170e+00 -4.0975304e+00 -1.2703356e+01 -8.4558458e+00
  1.0061471e+01  7.2377310e+00  8.1225853e+00  8.3701652e-01
 -7.3979187e-01 -4.8478618e+00 -5.5950351e+00 -1.4067975e-01
 -7.7226992e+00 -3.5310633e+00 -5.7965765e+00  1.2382340e+00
 -6.3344426e+00  3.2946064e+00 -4.9731174e+00  3.2727919e+00
 -4.5424346e-02  3.0648503e+00 -3.2544687e+00  3.6097202e+00
 -2.2190943e+00 -2.5008276e+00 -2.3332472e+00 -3.8689051e+00
 -2.9393830e+00 -2.9124227e+00  1.5419854e+00 -3.1294336e+00]",beeBird
376,"[-416.57812      83.33632     -71.390076     22.08728      15.938135
    1.4670837   -29.50308     -13.447431     -3.5974438    -5.9539366
  -12.985374     -7.3944917     7.3778257     7.8530164     4.3305264
    1.6441765    -1.990815     -3.864323     -5.465268     -2.6024911
   -6.27107      -3.8750734    -3.7366152    -0.6802819    -5.774471
    2.7898986    -2.9920726     1.9828256    -0.49384856    2.5714645
   -2.1002157     1.256677     -1.3247254    -0.5454415    -1.8709121
   -2.0283606    -1.5525968    -1.9351401    -1.1363341    -3.3846655 ]",beeBird
377,"[-4.43589905e+02  8.34800949e+01 -5.67983360e+01  1.93855762e+01
  7.58346224e+00 -2.71648288e+00 -2.21601715e+01 -8.68390751e+00
 -3.15785694e+00 -5.79117155e+00 -1.40820541e+01 -6.19206572e+00
  1.21761513e+01  1.02951393e+01 -4.37083340e+00  1.13147807e+00
 -3.10228753e+00 -3.51630735e+00 -4.96588659e+00 -3.67868948e+00
 -3.86866975e+00  8.69640410e-02 -2.32344127e+00 -6.81162357e-01
 -2.29930520e+00  2.78628135e+00 -9.32670653e-01 -7.87200257e-02
 -2.75721836e+00  4.15716797e-01 -2.48794842e+00 -2.92989826e+00
 -2.84565783e+00  1.14659026e-01 -1.30834019e+00 -8.64846408e-01
 -4.75992471e-01  5.01111895e-02 -6.47720873e-01  4.59887683e-01]",beeBird
378,"[-4.2650043e+02  8.8330765e+01 -7.5238304e+01  1.8354744e+01
  2.1761642e+01 -4.4806156e-01 -3.3022060e+01 -1.5317573e+01
  1.0335718e+00 -2.9062455e+00 -1.4220669e+01 -7.1967106e+00
  1.2430515e+01  8.5248070e+00  6.8542808e-01 -4.0607649e-01
 -5.8460851e+00 -3.8814030e+00 -5.5345397e+00 -5.4140267e+00
 -5.8263378e+00 -1.0723177e-01 -3.5932944e+00  4.9260864e-01
 -3.7404826e+00  4.0704107e+00 -2.1288004e+00  1.2920000e-01
 -4.8534784e+00  9.2622685e-01 -3.8372381e+00 -8.5648644e-01
 -2.6377382e+00 -8.4192716e-02 -1.9213009e-01  1.1454618e+00
  1.7495527e+00 -2.9797930e-01 -5.3943801e-01 -1.5827103e+00]",beeBird
379,"[-3.9405563e+02  8.6997086e+01 -9.4460197e+01  1.9665152e+01
  3.4115261e+01  4.9430475e+00 -4.7675083e+01 -1.6584560e+01
  7.3357677e+00 -2.4398351e+00 -1.3236483e+01 -1.1542114e+01
  1.0673772e+01  5.4798522e+00  1.2549837e+00 -1.7136649e+00
 -2.7300558e+00 -4.7584481e+00 -3.9562383e+00  7.6949781e-01
 -3.5572219e+00 -3.8640454e-01 -3.9977100e+00  2.0478535e+00
 -5.5303068e+00  4.2464595e+00 -5.0781498e+00  2.0012383e+00
 -3.8456721e+00  2.9695718e+00 -3.1957278e+00 -3.7883830e-03
 -1.7367224e+00 -2.8362548e-01 -1.0470029e+00 -1.8587121e+00
 -4.9440905e-01 -1.1063230e+00 -1.5417831e-01 -2.3678691e+00]",beeBird
380,"[-3.91152740e+02  8.48823395e+01 -1.01885796e+02  2.01675205e+01
  3.61643639e+01  4.47412825e+00 -4.69016838e+01 -1.42319746e+01
  8.45768356e+00 -9.43875599e+00 -1.35703211e+01 -5.93564749e+00
  1.24031105e+01  4.10929632e+00  4.02573156e+00  8.93217325e-01
 -2.69217163e-01 -4.74594355e+00 -3.86762261e+00 -3.58067584e+00
 -5.73479128e+00 -1.50116503e-01 -5.83723831e+00  3.63651216e-01
 -7.38437223e+00  6.33135986e+00 -3.97550344e+00  4.09443140e+00
 -4.05472898e+00  4.73343754e+00 -2.45956588e+00  3.23870689e-01
 -3.70524955e+00 -1.23810434e+00 -1.10584617e+00 -2.39782047e+00
 -7.09884167e-01 -1.08638084e+00  1.44365299e+00 -2.19987750e+00]",beeBird
381,"[-3.9526392e+02  8.6467804e+01 -9.8183838e+01  2.0820408e+01
  3.5264141e+01  6.5725269e+00 -4.8454136e+01 -1.8189699e+01
  6.1922154e+00 -3.4670439e+00 -1.4110492e+01 -1.1761886e+01
  1.3411357e+01  8.3411751e+00  6.0912471e+00 -9.2765498e-01
 -2.5204403e+00 -4.9533744e+00 -2.9720273e+00  4.0919605e-01
 -7.7466025e+00 -2.8347294e+00 -5.4443212e+00  1.2817484e+00
 -8.4107971e+00  3.1956389e+00 -5.0011072e+00  3.9534192e+00
 -7.8054272e-02  3.6799943e+00 -3.1613352e+00  3.6335342e+00
 -2.5941470e+00 -1.3672820e+00 -2.0413966e+00 -3.9130797e+00
 -2.0416026e+00 -3.0430880e+00  1.6814321e+00 -3.6795926e+00]",beeBird
382,"[-4.1379608e+02  8.1224030e+01 -7.5456947e+01  2.4712746e+01
  1.6684631e+01 -1.8685172e+00 -3.0948109e+01 -1.1426756e+01
 -2.1744626e+00 -7.9307003e+00 -1.1117854e+01 -6.2643366e+00
  8.0759115e+00  7.6202493e+00  4.4004011e+00 -2.7796632e-01
 -1.6401404e+00 -2.9644144e+00 -5.6935515e+00 -3.6252337e+00
 -5.1525331e+00 -2.4274099e+00 -4.4576240e+00 -1.7992523e+00
 -5.7164521e+00  3.2413728e+00 -3.4295869e+00  2.1697226e+00
 -7.4687207e-01  3.3235438e+00 -2.3101010e+00 -6.6760534e-01
 -1.6066655e+00 -8.6627804e-02 -1.8170844e+00 -1.7084808e+00
 -2.5017543e+00 -2.1724107e+00 -7.9904032e-01 -3.0604336e+00]",beeBird
383,"[-4.4500897e+02  8.4915169e+01 -6.1088989e+01  2.1388037e+01
  1.6461470e+01 -6.7327032e+00 -2.9195229e+01 -5.2162747e+00
  3.5545444e+00 -1.2618425e+01 -1.6453703e+01  5.6591463e-01
  1.2532393e+01  3.0956130e+00 -3.4725845e+00  2.1578629e+00
 -7.9658878e-01 -4.5398965e+00 -5.8912601e+00 -2.8489990e+00
 -4.5348320e+00 -7.7841717e-01 -1.7243856e+00 -5.9551466e-01
 -3.4437380e+00  3.8090072e+00 -1.1886195e+00 -4.9922717e-01
 -3.6137011e+00  2.2596066e+00 -3.6524167e+00 -3.0535131e+00
 -3.8431714e+00  4.9509740e-01 -1.7418424e+00  4.2765975e-01
 -4.1746354e-01  3.9044577e-01 -8.5079032e-01 -5.4810339e-01]",beeBird
384,"[-4.8540036e+02  8.9525925e+01 -6.5814041e+01  4.1308045e+00
  7.7798676e+00 -6.4309430e+00 -2.8912004e+01 -1.1393525e+01
 -1.6898555e+00 -7.3597355e+00 -1.6870918e+01 -2.3071551e+00
  8.1371965e+00  4.8316097e+00 -2.9202497e-01  3.5336969e+00
 -4.0915217e+00 -5.1511321e+00 -7.7388725e+00 -4.2293906e+00
 -3.6737993e+00  1.7852671e-01 -2.7667997e+00  1.4513977e+00
 -2.6591184e+00  1.2860359e+00 -1.8946718e+00 -4.2572486e-01
 -2.4844708e+00  5.5831009e-01 -4.0501547e+00 -2.3880217e+00
 -2.7493041e+00  1.9645451e-01  4.0784603e-01  2.4727210e-01
  8.5177720e-01  1.1963496e+00 -6.9423842e-01 -1.3461342e+00]",beeBird
385,"[-2.7777298e+02  7.0135368e+01 -4.4662811e+01  1.4499760e+01
  3.1466814e+01  9.7249613e+00 -3.9410542e+01 -1.9368563e+00
  5.1657276e+00 -9.8155069e-01 -1.0735741e+01  3.0567455e+00
  1.8276285e-02 -1.6103890e+00  2.0366271e+00  7.5765190e+00
  2.6034336e+00  1.4724225e+00 -1.3447496e+00  7.3865809e+00
 -1.2229519e+01 -2.6468859e+00  3.2844925e+00  3.2080739e+00
 -1.8339449e+00 -6.3962426e+00  2.2938190e+00  1.5444298e+00
 -3.6707020e-01 -1.8373312e+00  4.6860859e-01  4.3684001e+00
  1.7810987e-01 -2.6920757e-01 -2.7622817e+00 -4.5281720e+00
 -3.0827615e+00 -1.7063376e+00 -2.5667262e+00  1.2772915e-01]",beeBird
386,"[-2.8708554e+02  6.5555077e+01 -5.8555759e+01  1.4666596e+01
  3.8006218e+01  1.5111144e+01 -3.9378780e+01 -3.3995283e+00
  1.2383362e+01  1.0385474e+00 -1.4311485e+01  2.5860643e+00
  1.8278788e+00  8.1236511e-01 -8.1681925e-01  8.4163570e+00
  4.2318072e+00  2.4849093e+00 -5.4419345e-01  5.4024482e+00
 -1.1931163e+01 -5.8770914e+00  6.5309715e-01  2.6772733e+00
 -1.5037954e+00 -6.8093390e+00  3.2660384e+00  2.1132572e+00
  2.7816227e-01 -1.4654435e+00  1.1990596e+00  3.0578122e+00
  1.7400248e-02 -5.2043402e-01 -6.9012284e-01 -5.3746529e+00
 -4.7625723e+00 -1.2546760e+00 -3.1416569e+00 -3.1322658e-01]",beeBird
387,"[-2.3151979e+02  5.1020210e+01 -8.4011993e+01 -1.2398896e+00
  5.0796288e+01  2.3200008e+01 -5.2351933e+01  2.0451601e+00
  2.4160318e+01 -2.4142108e+00 -2.0153185e+01 -1.1352783e+00
  6.8892179e+00  5.7559385e+00 -9.1303883e+00  7.5005069e+00
  1.6513982e+00  3.9478998e+00  3.0802805e+00  1.5197988e+00
 -1.1696160e+01  3.0191824e-01  1.0963489e+00  3.4632313e+00
 -5.9089971e+00 -5.8741465e+00  3.0161723e-01  6.2949948e+00
  2.0318935e+00 -3.6884344e-01 -2.4482813e+00  4.2985492e+00
  1.7624724e+00 -1.7192395e-01 -3.0166118e+00 -5.3069553e+00
 -2.3911548e+00 -2.2493622e-01 -4.7445626e+00 -1.1594026e+00]",beeBird
388,"[-222.1458       58.800346    -91.58223       0.6987474    52.21745
   26.477951    -50.60415       3.6083815    25.619154     -5.208469
  -13.922769      2.2270703    12.152094      6.939219     -7.5105286
    9.272789      0.3953602     2.4249752     2.2192318     1.6802963
  -10.77503       2.749695      2.8098207     4.082522     -4.490031
   -8.138928      0.81139046    4.3546658     0.3057613     0.25774404
   -4.291056      4.125318      1.0014476     2.1405256    -3.1585813
   -4.3631964    -3.1505494     1.2045432    -7.090982     -1.4427252 ]",beeBird
389,"[-3.1143698e+02  7.3607635e+01 -3.8264847e+01  2.2488241e+01
  2.4964567e+01  8.3123941e+00 -3.2281319e+01 -7.1441531e+00
  1.2072673e+01  5.0494437e+00 -1.4193140e+01  1.8847481e+00
  4.9002695e+00  4.0875340e+00 -4.4105215e+00  8.4888725e+00
  2.7138326e+00  2.1839178e+00  3.8032262e+00 -1.8088942e+00
 -6.5282345e+00 -2.1815357e+00 -9.1309056e-02  1.9885867e+00
 -2.3927526e+00 -2.5782461e+00 -7.1495056e-01  1.3225973e+00
  1.6055576e+00  3.6390534e-01 -1.8057822e+00  3.9016764e+00
  4.4988203e+00  1.1927966e+00 -3.4894459e+00 -5.0155158e+00
 -3.6203873e+00 -3.4870164e+00 -4.7177444e+00 -5.3311832e-02]",beeBird
390,"[-3.0473453e+02  9.2031181e+01 -8.1559731e+01  1.0908305e+01
  3.2232883e+01  2.7590921e+01 -2.2334232e+01 -3.1911140e+01
  2.8218063e+01  1.4602593e+01 -7.5589118e+00 -3.1239557e+00
  1.1921636e+01  1.6254417e+01 -3.8493557e+00  3.8096828e+00
  1.0802684e+00  2.4272671e+00 -2.8307417e-01  4.8529491e+00
 -3.0765605e+00 -4.8338440e-01  5.1669735e-01 -5.2970678e-01
 -1.6554153e+00 -3.3577616e+00 -2.1022348e+00  8.7244034e-01
 -3.9098363e+00 -5.1949120e+00  1.9110143e+00 -2.7636919e+00
 -2.3012595e+00 -5.1531091e+00 -1.1540611e+00 -9.4397742e-01
 -3.3589795e+00 -3.2998013e+00 -1.3609906e+00  4.2260444e-01]",beeBird
391,"[-2.74672058e+02  1.20346474e+02 -6.91749191e+01  1.21739264e+01
  3.51424561e+01  2.47113171e+01 -2.22527485e+01 -3.26459465e+01
  2.19086399e+01  1.27232370e+01 -9.80460072e+00 -7.59993172e+00
  6.37287045e+00  1.16715679e+01 -6.57514334e+00 -6.43511057e-01
 -1.42558432e+00  1.09180760e+00 -1.78754902e+00  1.93746614e+00
 -7.05878019e+00 -2.20118618e+00 -2.78610969e+00 -3.40245175e+00
 -3.91855359e+00 -5.60015583e+00 -4.96791363e+00 -7.41202652e-01
 -4.70669127e+00 -6.79435635e+00 -1.15338184e-01 -2.65800023e+00
 -3.76034713e+00 -3.51456022e+00 -2.96051311e+00 -2.17674971e+00
 -3.48079371e+00 -4.06039190e+00 -3.43171525e+00 -2.32854629e+00]",beeBird
392,"[-3.8520645e+02  1.9052782e+01  3.3926277e+01  7.4733780e+01
  1.4208912e+01  3.5722145e+01  2.4155123e+01  2.0157112e+01
  2.0000351e+01  1.5439401e+01  1.4528535e+01  9.4138451e+00
  8.5599756e+00  9.3483772e+00  4.4858737e+00  8.1004152e+00
  5.5727224e+00  1.8775556e+00  5.1184263e+00  1.7560819e+00
  4.3530025e+00  1.8759425e+00 -2.3924443e-01  2.4922144e+00
  8.4878087e-01 -4.2236328e-01  2.5130615e+00 -2.7801698e-01
  3.8676706e-01  1.5666860e+00 -8.2764846e-01  1.6702838e+00
 -1.9957929e+00  1.1420547e+00  4.0154821e-01  1.1690148e+00
 -1.2526442e+00 -1.2781361e+00  1.2870712e+00 -7.5896583e-03]",goldfinch
393,"[-4.6803421e+02  4.8277035e+01  1.9733126e+01  4.6673538e+01
  2.2105871e+01  2.0511826e+01  1.7378378e+01  1.2682167e+01
  1.4830071e+01  1.0781935e+01  7.3294258e+00  6.8754020e+00
 -3.2176110e-01  5.1731029e+00  1.0229596e+00  4.0260777e+00
 -1.0255036e+00  2.4608736e+00  1.8129172e+00  3.0037434e+00
  8.8272703e-01 -3.0417979e-01 -5.8474451e-01  1.4544677e+00
  4.6867603e-01  1.3662225e+00  1.0184839e+00  2.9772570e+00
  2.1556849e+00  3.7017970e+00  2.0814540e+00  5.0157490e+00
  2.2009859e+00  3.5076373e+00  4.5003996e+00  4.5865812e+00
  2.5333056e+00  2.7583055e+00  2.0419023e+00  3.6278200e+00]",goldfinch
394,"[-5.6357867e+02  5.8085003e+01  3.0566374e+01  2.7174366e+01
  9.0200014e+00  1.5099596e+01  1.1015510e+01  9.9821463e+00
  8.1418600e+00  7.5412869e+00  5.3305507e+00  5.3619318e+00
  3.8707962e+00  3.3956606e+00  2.6328862e+00  3.9537244e+00
  1.3375483e+00  3.4088776e+00  5.7265848e-01  3.2935948e+00
  2.5553000e+00  1.2634242e+00  1.1802686e+00  1.7651329e+00
 -8.8603958e-02  1.5206714e+00  2.1250173e-01  1.5924829e+00
  9.5111078e-01  8.1231916e-01  1.0665053e+00  7.2147948e-01
  4.7782619e-02  2.8104782e-03 -3.5035774e-01  3.6033863e-01
 -9.2269294e-02  7.6851135e-01 -9.5582074e-01  7.8810149e-01]",goldfinch
395,"[-4.6121875e+02 -1.3787602e+01  2.9822058e+01  4.3866787e+01
 -6.7744141e+00  2.0268562e+01  7.4575543e+00  7.2604790e+00
  6.0789123e+00  6.0030475e+00  4.3131261e+00  3.3592014e+00
  4.2009149e+00  5.5290990e+00  1.2110053e-01  1.7332031e+00
  4.2999978e+00  1.6997391e+00  6.3545597e-01  1.7471427e+00
  1.7253821e+00  1.6024978e-01  4.6398667e-01  8.6389530e-01
 -9.7352761e-01  1.1433545e+00  1.7408468e-01  7.0318437e-01
  5.0771898e-01 -9.4400197e-02 -1.2845619e-01  8.0466628e-01
 -7.9428059e-01 -2.4528380e-01  4.9613699e-01  1.8380420e-01
 -3.8262993e-01 -5.1365495e-01 -8.2175589e-01 -3.6601183e-01]",goldfinch
396,"[-4.8782495e+02 -2.7286220e+00  2.3808245e+01  4.1311844e+01
 -2.0185072e+00  1.9555288e+01  6.8514261e+00  6.6187277e+00
  7.8156943e+00  5.7396688e+00  4.1232023e+00  2.8667555e+00
  2.7855344e+00  3.0294521e+00  7.1234173e-01  8.8193733e-01
  3.5520337e+00  1.9802760e+00 -9.0900749e-01  2.7431304e+00
  6.8964761e-01  6.4817452e-01  6.6209537e-01 -1.3545700e+00
 -8.4519243e-01  7.3005748e-01  2.2974107e-01 -5.1487565e-01
 -9.0003826e-02 -1.4706844e-01  6.2647521e-01  1.3733184e+00
 -8.3996034e-01 -8.1641078e-01 -1.1515857e+00 -1.9465314e+00
 -2.2315605e-01 -1.1145480e+00 -9.6217191e-01 -9.9920428e-01]",goldfinch
397,"[-5.3718817e+02  3.3745468e+01  2.7427649e+01  3.3252457e+01
  8.1982470e+00  1.1509931e+01  9.0069847e+00  8.5092306e+00
  4.5549083e+00  7.5469575e+00  3.5190396e+00  3.2798214e+00
  2.8971343e+00  5.1082120e+00 -3.6601385e-01  3.2101474e+00
  1.7402847e+00  2.4218090e+00 -1.0962522e+00  9.9593776e-01
  2.2491115e-01  1.7963569e+00  5.4344267e-01  3.6190829e-01
 -4.7887281e-01 -9.9660659e-01 -2.9797864e-01  1.0055772e+00
 -5.3756237e-01 -3.4987509e-01 -1.1502457e+00  9.1774303e-01
 -1.1929605e+00 -1.1098038e+00 -3.6761892e-01 -1.3263521e+00
 -7.1572268e-01 -6.5163612e-02 -1.1680658e+00 -6.8687087e-01]",goldfinch
398,"[-4.1179782e+02 -2.0947929e+01  3.1880857e+01  5.9354622e+01
  3.9307868e-01  3.1360203e+01  1.7299154e+01  1.3145275e+01
  1.1880251e+01  1.2478270e+01  1.1159114e+01  4.9617381e+00
  6.7506781e+00  7.6665316e+00  1.6011877e+00  2.4937677e+00
  4.5257869e+00  5.8305278e+00 -1.5625561e+00  3.2075236e+00
  1.4605467e+00  9.0982270e-01  3.8823444e-02 -2.2106357e+00
  2.1475904e+00 -3.6963117e+00  1.3420943e+00  1.0942277e-01
 -1.6957504e+00  1.1419114e+00 -3.4020052e+00  2.5222611e+00
 -2.5358920e+00  6.3563037e-01 -1.5605409e+00 -9.4797176e-01
  4.0902440e-02 -9.8752511e-01  5.0435907e-01 -5.3408521e-01]",goldfinch
399,"[-4.4290198e+02  2.3276751e+01  3.9087208e+01  6.5277588e+01
  1.4987975e+01  2.7962633e+01  3.1416977e+01  1.0023263e+01
  2.1383354e+01  1.4274910e+01  1.1210773e+01  1.0458318e+01
  8.4200859e+00  9.2003441e+00  5.0376506e+00  6.2251654e+00
  5.3135037e+00  3.4692371e+00  5.8940849e+00  2.5033000e+00
  3.4371886e+00  3.9137645e+00 -6.4847749e-01  2.5274282e+00
 -9.2989974e-02 -6.0947299e-01  8.8506150e-01 -1.4236957e+00
 -8.4845203e-01 -1.2078713e+00 -1.4614409e+00 -6.0925412e-01
 -2.8388259e+00 -7.5844574e-01 -2.4996779e+00 -3.3191103e-01
 -1.2908511e+00  3.9734942e-01 -1.0097510e+00  9.8027450e-01]",goldfinch
400,"[-4.88873627e+02  4.27277756e+01  4.58166275e+01  5.88789825e+01
  2.17597752e+01  2.87259064e+01  2.93565998e+01  1.51123838e+01
  2.07006931e+01  1.51197100e+01  1.19881020e+01  1.08662710e+01
  1.00346365e+01  8.00792694e+00  5.73467112e+00  6.00824785e+00
  4.65777969e+00  3.04924369e+00  3.81420588e+00  1.77084756e+00
  2.45032477e+00  2.47063613e+00 -2.81126320e-01  7.18686700e-01
 -9.54969764e-01 -8.16707909e-01 -8.50713968e-01 -2.33335471e+00
 -9.24894810e-01 -1.54514539e+00 -9.95275080e-01 -5.28900683e-01
 -2.05566192e+00 -1.80006266e+00 -2.85086393e+00 -2.08797598e+00
 -2.26313186e+00 -5.50262928e-01 -9.65701699e-01 -2.72943914e-01]",goldfinch
401,"[-5.1430115e+02  4.2187897e+01  2.5457150e+01  4.0263363e+01
  1.5433086e+01  1.7596031e+01  1.8408930e+01  9.0438423e+00
  1.4768844e+01  1.0191064e+01  8.9118004e+00  9.5718098e+00
  6.1743956e+00  9.7449112e+00  4.8747234e+00  7.3302770e+00
  4.3140836e+00  8.4571247e+00  4.2922668e+00  6.3836522e+00
  5.0205178e+00  5.8897920e+00  2.9794621e+00  3.7445459e+00
  3.0451217e+00  2.1158583e+00  1.8941350e+00  9.0540427e-01
  5.9354591e-01  8.5750490e-01 -4.2935732e-01  1.1170750e+00
 -1.8557696e+00  5.2396864e-01 -2.1823955e+00  3.1179181e-01
  6.1988458e-02  4.3048173e-01  1.5485992e+00  1.2830644e+00]",goldfinch
402,"[-4.7235983e+02  8.0500650e+00  2.2431318e+01  5.3234482e+01
  5.4671497e+00  1.5472199e+01  2.0933386e+01  5.1691136e+00
  1.4968108e+01  1.0223437e+01  6.0987630e+00  1.1580845e+01
  4.9705725e+00  7.7058015e+00  6.5301952e+00  4.7841806e+00
  5.6222839e+00  6.6629491e+00  5.3437715e+00  4.5922155e+00
  5.9245410e+00  5.2097564e+00  1.5956087e+00  3.8134868e+00
  2.1649415e+00  1.3074205e+00  3.7036746e+00  1.3977159e+00
  1.6424518e+00  2.3788531e+00  6.1252469e-01  1.5467436e+00
 -1.4482087e-01  9.0573430e-01 -1.3084571e+00 -2.5598649e-02
 -6.1423618e-02  1.1997062e+00  3.4130225e-01  1.4421166e+00]",goldfinch
403,"[-4.8599597e+02  4.6131107e+01  2.6495852e+01  4.0691505e+01
  1.4100226e+01  1.5363184e+01  2.1034081e+01  1.0340429e+01
  1.2245686e+01  1.2443740e+01  1.0379602e+01  8.7052679e+00
  8.0482273e+00  1.0130047e+01  3.2358470e+00  9.1338339e+00
  4.5246763e+00  7.5619822e+00  3.0366108e+00  6.5902748e+00
  5.4387112e+00  4.6149354e+00  4.2170796e+00  2.6705227e+00
  1.3697531e+00  2.4503970e+00  1.2225503e+00  1.3136854e+00
 -5.6476416e-03  2.6965997e+00  1.2530577e+00  2.3838840e+00
  2.2390670e-01  2.2287238e+00  2.6359716e-01  1.0969108e+00
  4.1352457e-01  1.0834666e+00  5.4132408e-01  1.0670005e+00]",goldfinch
404,"[-2.9558899e+02 -6.2518417e+01  8.2808089e-01  9.1796684e+01
 -8.0101986e+00  2.9157204e+01  1.8837513e+01  1.3482600e+01
  1.1626221e+01  9.1614037e+00  9.2875128e+00  8.7188797e+00
 -2.6477158e+00  1.0595055e+01 -1.5934603e+00  1.5594437e+00
  5.2508416e+00 -1.8414383e+00  3.7544506e+00 -1.0684317e-01
  4.4945002e+00  2.6597071e+00 -7.9632175e-01  2.7342761e+00
  1.7277312e+00  1.3478193e+00  3.2337713e+00  2.9220450e+00
  1.7272714e+00  3.7686121e+00  1.5582185e+00  6.5239573e+00
  1.8856984e+00  3.5495875e+00  2.7353830e+00  2.6329441e+00
  4.3304410e+00  1.5901868e+00  5.2656732e+00  1.1471466e+00]",goldfinch
405,"[-4.0888715e+02  3.2658451e+01  3.1128695e+01  6.8556053e+01
  2.0772606e+01  2.9120646e+01  3.3019817e+01  1.6277708e+01
  1.8018032e+01  1.8870054e+01  1.7127892e+01  1.3352081e+01
  9.2854233e+00  1.4146889e+01  4.5119009e+00  1.1689877e+01
  5.7109733e+00  5.7436423e+00  2.9880202e+00  5.6920810e+00
  4.4807019e+00  2.9854174e+00  2.1896784e+00  1.7063237e+00
 -9.7729325e-01  3.3853242e+00 -3.0658975e-01  1.6894209e+00
  8.7035072e-01 -1.2889178e+00  1.5596013e+00  8.5427278e-01
 -8.9296269e-01  8.2511574e-01 -8.5259926e-01  5.4955822e-01
 -1.2899648e+00  6.9023907e-01 -8.4813476e-01  5.8517373e-01]",goldfinch
406,"[-4.5318185e+02  5.1314892e+01  3.6131435e+01  5.3093674e+01
  2.4414310e+01  2.8522362e+01  2.5840561e+01  1.8136789e+01
  1.5008665e+01  1.6903776e+01  1.2496089e+01  1.3727937e+01
  1.0135462e+01  1.1325322e+01  5.8393464e+00  9.1498537e+00
  7.4729037e+00  5.5370626e+00  4.9348063e+00  5.1199350e+00
  5.3870487e+00  3.8509183e+00  2.8800766e+00  2.4119670e+00
  9.2888552e-01  3.6560392e+00  2.4316666e+00  2.3078692e+00
  6.5393335e-01  1.2688401e+00  1.2411340e+00  1.4557970e+00
 -8.5604894e-01  5.2804770e-03 -1.0652686e+00  4.8840046e-02
 -2.9013899e-01 -6.2583053e-01 -1.1871225e-01  1.1252965e+00]",goldfinch
